AnimalId,DOB,Sex,BehaviorMom,Sire,Dam
14F,3/25/1996,f,F72,O81,F72
14G,2/3/1997,f,R64,V79,R64
14H,3/20/1997,f,Z15,O08,Z15
14I,4/2/1998,f,C87,X94,C87
14J,12/26/1997,m,X91,K14,X91
14K,12/12/1998,f,X51,S77,X51
14L,11/30/1998,f,F25,658,F25
14N,3/25/2000,f,985,658,985
14O,1/12/2000,f,X28,A48#,X28
14P,1/1/2001,m,?,39C,X46
14R,11/17/2001,f,80C,25B,80C
14S,3/15/2002,f,89C,R70,89C
14T,12/8/2002,f,L84,X61,L84
14V,3/1/2004,m,X44,07D,X44
14Z,12/8/2003,f,95A,L83,95A
15A,2/27/1992,m,O58,,
15B,1/29/1993,m,K28,722,K28
15C,2/15/1994,f,J99,761,J99
15D,3/18/1995,m,V44,N60,V44
15E,1/30/1995,f,J41,F32,J41
15F,12/20/1995,f,V36,S77,V36
15G,2/1/1997,f,I88,V79,I88
15H,1/12/1997,f,67A,L70,67A
15I,5/8/1998,f,22B,77A,22B
15J,3/24/1998,m,K28,D52,K28
15K,11/20/1998,f,K00,X94,K00
15L,3/8/1999,m,T12,E05,T12
15N,12/28/1999,m,92D,E05,92D
15O,12/16/1999,f,54B,T16,54B
15P,1/17/2001,m,59A,,
15R,12/4/2001,f,Z75,90B,Z75
15S,12/20/2001,f,82B,Z88,82B
15T,12/19/2002,f,42B,07D,42B
15V,12/1/2003,f,K00,X81,K00
15Z,12/17/2003,m,91K,V83,91K
16A,3/1/1992,m,N63,,
16B,1/20/1993,m,D83,J81,D83
16C,2/3/1994,f,R68,,
16D,1/7/1995,f,E55,L35,E55
16E,2/3/1995,m,N86,H84,N86
16F,1/8/1996,m,X51,T16,X51
16G,2/25/1997,m,N05,X76,N05
16H,1/10/1997,f,R75,K42,R75
16I,12/14/1997,m,Z07,O23,Z07
16J,12/12/1997,m,54B,D52,54B
16K,12/28/1998,f,24B,H87,24B
16L,12/22/1998,f,V81,S78,V81
16N,1/7/2000,m,I12,H87,I12
16O,1/26/2000,f,D83,33A,D83
16P,12/22/2000,m,76D,Z01,76D
16R,12/8/2001,m,06A,X98,06A
16S,11/6/2001,f,13A,X61,13A
16T,11/22/2002,f,L19,28E,L19
16V,12/7/2003,f,82L,O08,82L
16Z,11/4/2003,f,68C,62D,68C
17A,2/19/1992,m,J95,594,J95
17B,11/21/1992,m,J99,E05,J99
17C,2/5/1994,f,R65,G07,R65
17D,1/30/1995,f,B10,S76,B10
17E,12/16/1994,m,L88,H53,L88
17F,1/16/1996,f,931,D11,931
17G,1/27/1997,f,R68,X94,R68
17H,12/26/1996,f,V36,L64,V36
17I,11/25/1997,m,07A,G23,07A
17J,1/11/1998,m,V24,I47,V24
17K,11/20/1998,m,Z15,T16,Z15
17L,2/28/1999,m,B10,X58,B10
17N,1/23/2000,m,R79,Z88,R79
17O,11/11/1999,f,X83,Z90,X83
17P,12/18/2000,m,01B,39C,01B
17R,12/6/2001,f,96A,Z71,96A
17S,4/30/2002,f,51D,X98,51D
17T,11/28/2002,m,76D,S47,76D
17V,11/30/2003,m,64D,78B,64D
17Z,12/8/2003,m,D82,37C,D82
18A,4/7/1992,f,O87,K22,O87
18B,12/14/1992,m,J91,G09,J91
18C,3/19/1994,f,J97,,
18D,1/30/1995,m,X37,J19,X37
18E,2/19/1995,m,V72,O81,V72
18F,2/5/1996,f,L88,H87,L88
18G,2/11/1997,m,T28,I13,T28
18H,4/3/1997,m,679,J21,679
18I,2/13/1998,m,L80,K42,L80
18J,11/22/1997,m,S70,X81,S70
18K,1/12/1999,m,O43,L32,29B
18L,12/16/1998,m,84C,C99,84C
18N,1/25/2000,m,V04,Z10,V04
18O,2/24/2000,f,Z82,J88,Z82
18P,12/14/2000,f,35F,J81,35F
18R,1/9/2002,m,93I,S47,O96
18S,12/1/2001,m,33C,J21,33C
18T,1/23/2003,m,H64,Z46,H64
18V,1/3/2004,m,R59,07D,R59
18Z,2/15/2004,m,T98,51A,
190,1/1/1938,f,?,,
19A,3/1/1992,f,O55,J26,O55
19B,3/14/1993,m,R59,A85,R59
19C,1/31/1994,m,573,O81,
19D,2/14/1995,m,J74,L35,J74
19E,2/6/1995,m,E65,O81,E65
19F,1/22/1996,m,S16,D71,S16
19G,1/3/1997,m,J28,L70,J28
19H,12/6/1996,m,H71,I85,H71
19I,1/12/1998,f,X78,H79,X78
19J,12/26/1997,f,N86,51A,N86
19K,12/18/1998,m,92D,T54,92D
19L,12/22/1998,f,95B,O15,95B
19N,11/17/1999,f,J28,R70,J28
19O,2/14/2000,f,B75,14A,B75
19P,1/19/2001,m,X91,X94,X91
19R,1/17/2002,m,O96,J21,93I
19S,11/23/2001,m,74B,79B,74B
19T,11/4/2002,m,V05,S76,V05
19V,11/2/2003,m,X17,57F,X17
19Z,12/7/2003,f,50I,57F,50I
1A,3/27/1967,f,076,,
1A0,10/26/2004,m,20F,57F,20F
1A1,11/28/2004,m,82L,79H,82L
1A2,12/13/2004,m,50I,07D,50I
1A3,11/26/2004,f,34N,86D,34N
1A4,12/9/2004,f,01B,09K,01B
1A5,1/8/2005,m,21C,65F,21C
1A6,10/21/2004,m,64P,12O,64P
1A7,9/30/2004,m,55H,07D,55H
1A8,12/25/2004,m,52P,H90,52P
1A9,10/28/2004,f,04N,07D,04N
1B,3/18/1967,m,AC,,
1B0,11/16/2004,f,99J,12E,99J
1B1,11/7/2004,m,36O,78B,36O
1B2,10/12/2004,m,47L,09K,47L
1B3,11/14/2004,f,14E,90B,14E
1B4,11/11/2005,f,74K,T88,74K
1B5,11/2/2005,m,49K,16P,49K
1B6,10/25/2005,f,76K,29H,76K
1B7,11/9/2005,m,06J,18I,06J
1B8,11/15/2005,m,99N,79H,99N
1B9,11/12/2005,m,77G,80B,77G
1C,4/1/1967,m,DL,,
1C0,11/21/2005,f,V65,08N,V65
1C1,11/12/2005,m,79C,65F,79C
1C2,10/25/2005,m,56A,20J,56A
1C3,11/4/2005,f,L84,56K,L84
1C4,10/31/2005,m,25P,56K,25P
1C5,10/22/2005,f,21G,79H,21G
1C6,10/30/2005,m,07A,12O,07A
1C7,11/23/2005,f,19A,09L,19A
1C8,11/24/2005,m,V05,09L,V05
1C9,10/25/2005,f,O55,09L,O55
1D,2/28/1967,f,K,,
1D0,10/30/2006,m,36D,12O,36D
1D1,9/25/2006,f,87K,65F,87K
1D2,12/25/2006,f,11I,04I,11I
1D3,10/11/2006,m,30O,64K,30O
1D4,10/31/2006,m,20F,36S,20F
1D5,10/3/2006,m,04O,09K,04O
1D6,10/9/2006,m,35N,10D,35N
1D7,10/21/2006,m,89K,50G,89K
1D8,11/6/2006,m,89L,12O,89L
1D9,2/7/2007,m,11L,13I,11L
1E,3/2/1967,m,038,,
1E0,11/6/2006,f,21K,09K,21K
1E1,10/13/2006,f,67C,50G,67C
1E2,10/17/2006,f,88R,84J,88R
1E3,9/21/2006,f,71J,07D,71J
1E4,10/17/2006,f,28J,85B,28J
1E5,10/29/2006,m,50I,07D,50I
1E6,10/28/2006,f,29I,37N,29I
1E7,11/29/2006,f,22S,80B,22S
1E8,11/1/2006,f,93I,29F,93I
1E9,11/30/2006,m,81B,08O,81B
1F,3/7/1967,m,IJ,,
1F0,9/26/2007,m,42A,27E,42A
1F1,10/4/2007,m,82L,51J,82L
1F2,11/18/2007,m,81I,26P,81I
1F3,10/29/2007,m,96G,69I,96G
1F4,12/9/2007,f,O33,25I,O33
1F5,9/24/2007,m,37V,94O,37V
1F6,10/11/2007,m,07A,56K,21G
1F7,10/25/2007,m,77D,38L,77D
1F8,11/4/2007,m,88R,28B,88R
1F9,9/12/2007,m,38P,07D,38P
1G,2/28/1967,f,JK,,
1G0,10/18/2008,f,25N,41N,25N
1G1,11/3/2008,f,48S,61B,48S
1G2,10/26/2008,f,67F,51J,67F
1G3,10/29/2008,m,53Z,41N,53Z
1G4,9/16/2008,f,85T,30S,85T
1G5,11/8/2008,f,78I,61B,78I
1G6,10/2/2008,f,52Z,30S,52Z
1G7,10/12/2008,m,30J,12E,30J
1G8,12/9/2008,m,31L,41N,31L
1G9,10/29/2008,m,15E,30S,15E
1H,1/9/1967,m,022,,
1H0,9/20/2008,f,43I,89N,43I
1H1,10/8/2008,f,82A,02F,82A
1H2,11/29/2008,m,V58,85B,V58
1H3,10/21/2008,f,42B,27J,42B
1H4,9/22/2008,m,10S,43P,10S
1H5,9/29/2008,f,68V,34P,68V
1H6,12/4/2008,f,67G,27J,67G
1H7,10/24/2008,f,62H,64K,62H
1H8,11/8/2008,m,62V,30L,62V
1H9,11/7/2008,m,2A7,79F,2A7
1I,4/12/1967,f,JI,,
1I0,8/10/2009,m,1B3,46Z,1B3
1I1,9/19/2009,f,5C6,41N,5C6
1I2,9/23/2009,m,13B,12E,13B
1I3,11/2/2009,f,4C4,T82,4C4
1I4,8/29/2009,m,14E,89N,14E
1I5,9/22/2009,f,01R,72O,01R
1I6,11/9/2009,f,51Z,60L,51Z
1I7,9/12/2009,f,13H,12E,13H
1I8,9/25/2009,f,53Z,72O,53Z
1I9,9/24/2009,m,81E,72O,81E
1J,4/23/1966,m,AA,,
1J0,11/30/2009,m,7A6,11Z,7A6
1J1,11/19/2009,f,40V,83L,40V
1J2,9/17/2009,m,37D,60T,37D
1J3,9/26/2009,m,99N,94O,99N
1J4,9/13/2009,f,51V,17L,51V
1J5,9/27/2009,f,11N,94H,11N
1J6,11/18/2009,f,40L,36S,40L
1J7,1/7/2010,f,X97,64K,X97
1J8,10/28/2009,m,82A,02R,82A
1J9,10/28/2009,m,88I,91S,88I
1K,2/28/1967,f,TZ,,
1K0,10/24/2009,f,2A5,85B,2A5
1K1,10/7/2009,f,31L,98K,31L
1K2,10/27/2009,f,99J,60L,99J
1K3,9/21/2009,f,1A4,36T,1A4
1K4,10/27/2009,f,81B,36T,81B
1K5,10/24/2009,f,2A5,85B,2A5
1K6,10/14/2009,m,20F,36S,20F
1K7,9/29/2009,f,8B0,22R,8B0
1K8,1/31/2010,f,Z82,03T,Z82
1K9,9/27/2010,m,00V,72O,00V
1L,3/31/1967,m,S002,,
1L0,10/22/2010,m,81I,13I,81I
1L1,9/26/2010,f,1C5,16R,1C5
1L2,10/15/2010,f,00J,8A7,00J
1L3,10/21/2010,m,56A,43P,56A
1L4,12/3/2010,f,40L,43P,40L
1L5,10/24/2010,f,62V,8A7,62V
1L6,12/1/2010,f,97R,19T,97R
1L7,10/18/2010,f,96A,61G,96A
1L8,10/2/2010,f,6B4,02R,6B4
1L9,12/11/2010,m,V80,02R,V80
1M,2/23/1967,m,YY,,
1M0,9/2/2011,f,4A0,44T,4A0
1M1,9/26/2011,m,2C8,19T,2C8
1M2,9/22/2011,m,5C4,80T,5C4
1M3,9/24/2011,m,14Z,30Z,14Z
1M4,8/13/2011,f,1E6,1A6,1E6
1M5,9/4/2011,f,91V,11Z,91V
1M6,10/17/2011,m,53E,11Z,53E
1M7,9/26/2011,m,77V,44T,77V
1M8,10/4/2011,m,37V,17L,37V
1M9,9/17/2011,m,8F0,05Z,8F0
1N,2/2/1967,f,KS,,
1N0,9/24/2011,f,7C4,97V,7C4
1N1,11/25/2011,m,51Z,61R,51Z
1N2,10/1/2011,f,2A7,41N,2A7
1N3,9/22/2011,m,6C0,29V,6C0
1N4,9/13/2011,f,78I,61R,78I
1N5,9/21/2011,f,29B,54V,29B
1N6,9/22/2011,m,50I,04T,50I
1N7,9/10/2011,m,2A8,49Z,2A8
1N8,9/3/2011,f,44J,1C2,44J
1N9,9/14/2011,f,64D,25L,64D
1O0,9/21/2012,m,2E4,61R,2E4
1O1,10/4/2012,m,40L,25R,40L
1O2,8/9/2012,m,1C5,72T,1C5
1O3,9/2/2012,m,91V,46N,91V
1O4,8/5/2012,f,0G2,48L,0G2
1O5,10/2/2012,m,51V,69I,51V
1O6,10/14/2012,f,07L,1A6,07L
1O7,10/8/2012,f,21H,97Z,21H
1O8,8/29/2012,m,60V,94Z,60V
1O9,10/5/2012,f,83Z,27J,83Z
1P,3/23/1967,f,NI,,
1P0,10/9/2012,f,5H4,03N,5H4
1P1,9/30/2012,m,5F7,02R,5F7
1P2,9/11/2012,m,55J,7A2,55J
1P3,9/5/2012,m,82Z,72T,82Z
1P4,8/13/2012,f,1E2,16R,1E2
1P5,8/21/2012,m,74T,12Z,74T
1P6,10/2/2012,f,4E0,5B2,4E0
1P7,10/2/2012,m,2B1,30L,2B1
1P8,8/13/2012,m,0C8,1C2,0C8
1P9,9/3/2012,f,4H0,60E,4H0
1Q,3/2/1967,f,105,,
1Q0,9/18/2012,m,43F,25R,43F
1Q1,10/15/2012,f,87K,41N,87K
1Q2,10/8/2012,f,2A7,49Z,2A7
1Q3,9/27/2012,f,39Z,2C9,39Z
1Q4,9/9/2012,f,90T,1C6,90T
1Q5,8/30/2012,f,9C1,61R,9C1
1Q6,9/2/2012,f,2C7,7B3,2C7
1Q7,10/2/2012,f,1G4,1D4,1G4
1Q8,8/19/2012,m,0B9,2C9,0B9
1Q9,8/21/2013,m,6D8,93R,6D8
1R,3/3/1967,f,YO,,
1R0,9/5/2013,m,7C8,74Z,7C8
1R1,8/5/2013,f,6D6,6B8,6D6
1R2,8/25/2013,m,2C0,19T,2C0
1R3,9/24/2013,f,3A9,97V,3A9
1R4,7/21/2013,f,36O,07D,36O
1R5,7/28/2013,f,5B4,8C2,5B4
1R6,8/31/2013,m,0B9,36V,0B9
1R7,7/22/2013,m,6D9,6B8,6D9
1R8,8/20/2013,m,3D4,8B5,3D4
1R9,8/18/2013,m,4H1,02R,4H1
1S,2/9/1967,m,IE,,
1S0,9/3/2013,f,8J6,9D1,8J6
1S1,9/3/2013,m,98T,3B9,98T
1S2,9/6/2013,f,40L,43V,40L
1S3,8/25/2013,m,8J9,18Z,8J9
1S4,9/28/2013,m,29B,5E1,29B
1S5,8/5/2013,m,9H9,6B8,9H9
1S6,9/28/2013,f,2D1,44T,2D1
1S7,9/30/2013,f,4I4,8D8,4I4
1S8,8/17/2013,m,2C3,27N,2C3
1S9,9/6/2013,f,50I,0B8,50I
1T,3/13/1967,f,XM,,
1T0,8/23/2014,f,3A7,0E8,3A7
1T1,10/3/2014,m,62S,2D5,62S
1T2,8/24/2014,f,8A3,0E8,8A3
1T3,8/26/2014,f,3A9,9C6,3A9
1T4,9/17/2014,m,69O,10R,69O
1T5,7/23/2014,m,2C4,76Z,2C4
1T6,8/17/2014,m,5J6,41N,5J6
1T7,7/22/2014,f,8I9,0C7,8I9
1T8,9/4/2014,f,93I,6C9,93I
1T9,9/23/2014,f,76J,2D5,76J
1U,3/6/1967,m,ND,,
1U0,8/18/2014,f,3L9,9C8,3L9
1U1,11/8/2014,m,7I4,1F0,7I4
1U2,9/4/2014,m,5A1,37N,5A1
1U3,9/11/2014,f,3J4,2C6,3J4
1U4,9/19/2014,m,3B8,3A6,3B8
1U5,8/29/2014,f,3D1,2C6,3D1
1U6,9/21/2014,m,1B4,37N,1B4
1U7,10/6/2014,m,53Z,1C2,53Z
1U8,9/12/2014,f,47Z,4C3,47Z
1U9,12/15/2014,m,98J,73V,98J
1V,2/10/1967,m,HD,,
1V0,7/26/2015,m,2C0,2D5,2C0
1V1,6/22/2015,f,9I5,7H0,9I5
1V2,7/28/2015,f,52P,7G1,52P
1V3,8/20/2015,m,1A3,7G1,1A3
1V4,8/28/2015,m,2J7,3B9,2J7
1V5,8/16/2015,f,8E2,94O,8E2
1V6,7/20/2015,m,4F5,7E1,4F5
1V7,12/5/2015,f,4A0,10R,4A0
1V8,7/8/2015,f,5H6,97V,5H6
1V9,7/29/2015,f,4F8,94Z,4F8
1W0,8/14/2015,f,9L7,9F9,9L7
1W1,7/4/2015,f,6K7,3I5,6K7
1W2,8/13/2015,f,5M3,6H2,5M3
1W3,8/28/2015,f,4H0,10R,4H0
1W4,7/3/2015,f,0F6,3I3,0F6
1W5,8/14/2015,f,5M9,8B5,5M9
1W6,7/28/2015,f,1E7,10R,1E7
1W7,9/13/2015,f,3F8,4I8,3F8
1W8,8/29/2015,f,6K9,88T,6K9
1W9,8/11/2015,m,7F2,3I2,7F2
1X,2/23/1967,m,TY,,
1X0,8/24/2015,m,8H1,5J7,8H1
1X1,7/22/2015,f,28G,1F2,28G
1X2,8/13/2015,f,6K1,1F2,6K1
1X3,8/17/2015,m,2A8,2F8,2A8
1X4,9/18/2015,f,3E2,0B8,3E2
1X5,10/29/2015,f,53E,07D,53E
1X6,7/26/2015,f,2A2,4G6,2A2
1X7,9/26/2015,f,34N,8C0,34N
1X8,8/9/2015,m,3F7,2D0,3F7
1X9,6/30/2015,m,4J6,4C6,4J6
1Y,3/2/1967,m,KW,,
1Y0,8/9/2017,m,2A7,1J8,2A7
1Y1,8/22/2017,f,90P,6I9,90P
1Y2,7/21/2017,m,6K1,6N2,6K1
1Y3,7/27/2016,f,6C5,7J6,6C5
1Y4,7/25/2016,m,2E1,5J1,2E1
1Y5,8/7/2016,f,40L,7I5,40L
1Y6,7/3/2016,m,8N7,5G7,8N7
1Y7,7/13/2017,f,1L5,7J6,1L5
1Y8,7/17/2017,m,4C2,7G2,4C2
1Y9,7/29/2016,m,2H3,6I1,2H3
1Z,2/16/1967,f,BY,,
1Z0,6/25/2017,m,33V,0E8,33V
1Z1,6/14/2017,f,5P1,8K6,5P1
1Z2,8/6/2017,m,3L9,2K9,3L9
1Z3,6/20/2016,m,0I7,0J1,0I7
1Z4,8/12/2017,f,7I4,8K6,7I4
1Z5,7/16/2017,m,4P9,1G9,4P9
1Z6,6/19/2017,m,6O9,2K9,6O9
1Z7,10/19/2017,F,7A9,9C8,7A9
1Z8,7/14/2016,m,4P3,0H8,4P3
1Z9,7/12/2017,f,3H6,7B3,3H6
200,3/6/1968,f,GK,,
201,5/31/1968,m,XJ,,
202,3/8/1968,m,007,,
203,3/7/1968,m,UV,,
204,4/18/1969,m,C4,,
205,3/7/1969,m,UH,,
206,3/4/1969,m,TW,,
207,3/3/1969,m,HS,,
208,3/7/1969,m,FF,,
209,3/24/1969,f,WG,,
20A,3/4/1992,m,I50,,I50
20B,12/10/1992,m,O44,I61,O44
20C,3/1/1994,f,T98,G20,
20D,1/23/1995,m,J99,761,J99
20E,2/6/1995,f,T12,I85,T12
20F,2/9/1996,f,R68,H87,R68
20G,1/12/1997,f,Z78,V83,Z78
20H,4/11/1997,m,42B,L43,42B
20I,12/15/1997,f,S54,K14,S54
20J,1/14/1998,m,X67,Z46,X67
20K,12/6/1998,f,X17,F46,X17
20L,2/5/1999,m,N37,E54,N37
20N,2/6/2000,f,X20,R70,X20
20O,3/25/2000,m,O44,X77,O44
20P,12/9/2000,m,35B,J21,35B
20R,1/8/2002,f,15C,Z71,15C
20S,11/29/2001,f,22H,X58,22H
20T,1/23/2003,m,65A,70C,65A
20V,10/11/2003,m,58H,49A,58H
20Z,11/24/2003,f,43F,07D,43F
210,2/17/1969,f,XK,,
211,2/15/1969,f,ZQ,,
212,3/9/1969,m,106,,
213,3/26/1969,m,UI,,
214,1/14/1969,m,JM,,
215,3/16/1969,f,UZ,,
216,4/20/1969,m,020,,
217,2/5/1969,m,OQ,,
218,5/11/1969,f,S013,,
219,3/29/1969,m,H7,,
21A,2/10/1992,f,J13,,
21B,12/24/1992,m,679,C98,679
21C,1/2/1994,f,S16,,S16
21D,2/21/1995,f,C12,J19,C12
21E,2/6/1995,f,I88,,I88
21F,1/25/1996,f,A71,S18,A71
21G,2/3/1997,f,65A,L43,65A
21H,3/28/1997,f,V05,E93,V05
21I,1/23/1998,m,V44,S60,V44
21J,11/17/1997,m,A71,R70,A71
21K,11/14/1998,f,X70,R70,X70
21L,12/5/1998,m,L48,Z01,L48
21N,12/27/1999,f,N86,Z46,N86
21O,12/8/1999,m,96A,K85,96A
21P,12/22/2000,m,31A,T16,31A
21R,2/5/2002,m,K28,Z71,K28
21S,1/29/2002,m,L48,X58,L48
21T,10/27/2002,m,30F,Z01,30F
21V,10/30/2003,f,V78,29H,V78
21Z,11/30/2003,m,V37,10D,V37
22,1/1/1938,f,?,,
220,3/8/1969,m,YM,,
221,3/5/1969,m,024,,
222,3/17/1969,m,102,,
223,4/19/1969,m,HT,,
224,3/31/1969,m,S017,,
225,4/14/1969,f,114,,
226,3/16/1969,f,OG,,
227,3/13/1969,f,YJ,,
228,4/9/1969,m,TU,,
229,3/19/1969,m,ZA,,
22A,3/5/1992,m,741,,
22B,1/3/1993,f,573,I61,
22C,1/14/1994,m,F74,O81,F74
22D,12/31/1994,m,V99,O34,V99
22E,1/22/1995,m,X87,A48#,X87
22F,2/8/1996,f,X44,R70,X44
22G,1/9/1997,m,N13,K32,N13
22H,12/4/1996,f,N86,V79,N86
22I,1/10/1998,f,68C,Z89,68C
22J,12/28/1997,m,T28,L64,T28
22K,1/12/1999,m,D69,51A,D69
22L,11/25/1999,f,78A,56C,78A
22N,11/26/1999,m,55A,27B,55A
22O,1/6/2000,m,S70,Z00,13A
22P,12/5/2000,m,53E,V83,53E
22R,10/27/2001,m,J74,17A,J74
22S,11/17/2001,f,76D,28E,76D
22T,11/9/2002,f,76I,80B,76I
22V,1/14/2004,m,48J,25B,48J
22Z,11/1/2003,f,K28,J21,K28
230,3/4/1969,m,KZ,,
231,2/21/1969,m,OP,,
232,2/20/1969,m,XC,,
233,2/19/1969,f,NU,,
234,3/18/1969,f,WD,,
235,2/26/1969,f,E7,,
236,3/25/1969,f,LU,,
237,6/3/1969,m,IS,,
238,6/21/1969,f,WF,,
239,2/24/1969,m,AH,,
23A,1/10/1992,m,D07,E05,D07
23B,12/25/1992,f,O52,J26,O52
23C,11/30/1993,m,N13,O81,N13
23D,2/11/1995,m,S73,I78,S73
23E,2/9/1995,m,R74,I85,R74
23F,2/29/1996,f,Z15,C78,Z15
23G,1/16/1997,f,S16,L64,S16
23H,1/27/1997,m,O44,L43,O44
23I,12/21/1997,f,10C,O15,10C
23J,3/17/1998,f,R79,X94,R79
23K,12/8/1998,f,V99,X57,V99
23L,12/21/1999,m,A71,L22,A71
23N,12/30/1999,m,81B,E54,81B
23O,1/4/2000,f,T98,52B,
23P,11/27/2000,f,82B,90B,82B
23R,3/7/2002,f,35F,Z01,35F
23S,12/25/2001,f,67C,O15,67C
23T,11/29/2002,m,67C,L83,67C
23V,10/22/2003,f,02G,42F,02G
23Z,10/4/2003,m,93I,37C,93I
240,3/5/1969,f,031,,
241,3/4/1969,m,XR,,
242,2/15/1969,f,037,,
243,3/14/1969,m,DR,,
244,4/1/1969,f,E3,,
245,3/25/1969,m,A6,,
246,2/13/1969,m,JE,,
247,3/17/1969,m,A7,,
248,3/28/1969,m,TN,,
249,4/2/1969,m,JP,,
24A,4/11/1992,m,I31,E93,
24B,1/8/1993,f,985,C18,985
24C,3/1/1994,f,845,,
24D,11/29/1994,m,K89,D71,K89
24E,1/10/1995,f,H71,N14,H71
24F,3/20/1996,m,X87,A98,X87
24G,3/16/1997,f,V58,A92,V58
24H,4/6/1997,f,C26,K32,C26
24I,1/6/1998,m,X37,K85,X37
24J,2/23/1998,f,J95,J26,J95
24K,11/16/1998,f,53B,S94,53B
24L,1/12/2000,m,T28,X79,T28
24N,1/6/2000,m,15E,X58,15E
24O,1/4/2000,f,J79,00A,J79
24P,12/6/2000,m,X60,,
24R,11/8/2001,m,29I,L34,29I
24S,2/5/2002,f,T95,K85,T95
24T,12/6/2002,f,28I,03G,28I
24V,12/9/2003,f,Z51,70C,Z51
24Z,1/7/2004,m,75L,57D,75L
250,3/13/1969,f,F9,,
251,3/27/1969,m,TA,,
252,4/20/1969,f,118,,
253,3/13/1969,f,FH,,
254,2/20/1969,m,YI,,
255,3/2/1969,m,B1,,
256,2/11/1969,f,IV,,
257,3/1/1969,m,062,,
258,2/5/1969,f,S,,
259,5/3/1969,f,DT,,
25A,1/17/1992,m,D69,,
25B,2/5/1993,m,O27,761,
25C,12/18/1993,m,H71,J21,H71
25D,1/10/1995,f,S55,D71,S55
25E,2/13/1995,m,V76,,V76
25F,1/2/1996,f,04A,S94,04A
25G,2/10/1997,m,R78,K01,R78
25H,2/3/1997,f,E55,X61,E55
25I,12/23/1997,m,T95,C56,T95
25J,11/25/1997,m,X87,L64,X87
25K,12/20/1998,m,50D,O15,50D
25L,1/8/2000,m,13B,Z00,13B
25N,1/4/2000,f,X67,40C,X67
25O,11/26/1999,f,O52,V79,O52
25P,12/8/2000,f,65A,X57,65A
25R,12/9/2001,m,V44,51A,V44
25S,1/9/2002,m,O27,45A,O27
25T,11/28/2002,f,54B,88C,54B
25V,10/19/2003,m,21G,90H,21G
25Z,12/17/2003,f,H02,Z71,H02
260,4/6/1969,f,LH,,
261,3/6/1969,m,WP,,
262,3/23/1969,f,TO,,
263,3/16/1969,f,CS,,
264,3/5/1969,f,TI,,
265,4/20/1969,f,XW,,
266,4/12/1969,m,GI,,
267,3/9/1969,m,LW,,
268,2/16/1969,f,BY,,
269,2/20/1969,m,UW,,
26A,1/12/1992,m,B11,,
26B,2/25/1993,f,L48,,
26C,1/18/1994,m,N05,,N05
26D,1/3/1995,m,N40,J43,N40
26E,2/13/1995,m,X28,C99,X28
26F,3/10/1996,f,R59,I85,R59
26G,2/1/1997,m,Z14,I37,Z14
26H,3/29/1997,f,L29,K85,L29
26I,1/22/1998,m,O96,L83,O96
26J,1/11/1998,m,N13,T16,N13
26K,11/19/1998,m,K89,J86,K89
26L,12/18/1999,f,X46,88C,X46
26N,2/6/2000,m,00B,56C,00B
26O,3/5/2000,m,X44,Z06,X44
26P,12/3/2000,m,I56,F32,I56
26R,11/27/2001,m,77G,Z71,77G
26S,12/24/2001,m,N12,85B,N12
26T,12/6/2002,f,V58,60E,V58
26V,11/27/2003,f,O96,62D,O96
26Z,10/22/2003,m,79C,60E,79C
270,3/29/1969,m,I8,,
271,4/17/1969,m,IR,,
272,5/20/1969,f,N9,,
273,2/17/1969,f,JR,,
274,4/10/1969,f,BN,,
275,5/16/1969,f,007,,
276,3/24/1969,f,AS,,
277,3/29/1969,f,GS,,
278,1/28/1969,f,TV,,
279,2/17/1970,m,TV,,
27A,3/4/1992,f,L86,,
27B,2/5/1993,m,B75,F32,B75
27C,1/17/1994,f,K11,722,K84
27D,12/29/1994,m,K84,,
27E,1/15/1995,m,L48,C78,L48
27F,2/14/1996,m,B10,H89,B10
27G,1/15/1997,f,J92,I85,J92
27H,1/10/1997,m,47A,G07,47A
27I,4/2/1998,m,K81,S60,K81
27J,12/28/1997,m,J28,X94,J28
27K,2/4/1999,m,29B,D78,V76
27L,1/29/2000,m,C38,88C,C38
27N,1/29/2000,m,77D,33A,77D
27O,12/20/1999,f,X33,J86,X33
27P,3/20/2001,f,42A,J88,42A
27R,11/19/2001,f,S96,V79,S96
27S,12/8/2001,m,L29,51A,L29
27T,11/18/2002,f,O52,60E,O52
27V,1/14/2004,m,28A,77I,28A
27Z,12/4/2003,f,43J,65F,43J
280,2/17/1970,f,V7,,
281,5/3/1970,m,S,,
282,2/1/1970,m,C7,,
283,3/4/1970,f,DZ,,
284,2/10/1970,m,G4,,
285,3/2/1969,m,DZ,,
286,2/23/1970,f,FB,,
287,4/14/1970,f,WT,,
288,3/10/1969,m,WT,,
289,3/5/1969,m,EK,,
28A,4/2/1992,f,B60,E05,B60
28B,1/20/1993,m,J28,G09,J28
28C,1/30/1994,m,N12,G37,N12
28D,12/1/1994,m,J71,O34,J71
28E,2/6/1995,m,J79,C78,J79
28F,1/30/1996,f,G17,J88,G17
28G,1/26/1997,f,X70,V79,X70
28H,1/21/1997,f,G17,T53,G17
28I,12/18/1997,f,K84,K85,K84
28J,3/19/1998,f,985,H87,985
28K,1/4/1999,m,X20,R70,X20
28L,1/4/2000,m,T03,L07,T03
28N,12/1/1999,f,X97,R70,X97
